order_item_id,order_id,product_id,quantity,sale_price
165,109,9,1,40.0
166,110,7,1,58.0
167,111,6,1,62.0
168,111,9,2,40.0
169,112,3,2,38.0
170,112,7,1,58.0
171,112,10,1,68.0
172,113,11,2,28.0
173,114,1,1,55.0
174,114,12,1,38.0
175,115,6,2,62.0
176,115,8,1,45.0
177,116,3,1,38.0
178,117,11,1,28.0
179,117,4,1,50.0
180,118,7,2,58.0
181,119,10,2,68.0
182,120,1,1,55.0
183,120,2,1,52.0
184,120,5,1,35.0
185,121,11,1,28.0
186,122,10,1,68.0
187,123,4,1,50.0
188,124,9,2,40.0
189,125,3,2,38.0
190,126,7,1,58.0
191,127,12,1,38.0
192,128,2,2,52.0
193,129,3,2,38.0
194,130,12,1,38.0
195,131,12,1,38.0
196,132,1,1,55.0
197,133,5,1,35.0
198,133,9,1,40.0
199,133,6,1,62.0
200,134,11,1,28.0
201,134,1,2,55.0
202,135,12,1,38.0
203,136,7,1,58.0
204,136,11,1,28.0
205,137,9,1,40.0
206,138,10,2,68.0
207,139,4,1,50.0
208,140,12,1,38.0
209,140,8,1,45.0
210,141,6,2,62.0
211,142,5,1,35.0
212,142,7,1,58.0
213,143,10,1,68.0
214,143,10,1,68.0
215,144,8,1,45.0
216,145,5,1,35.0
217,146,6,2,62.0
218,147,12,1,38.0
219,147,1,1,55.0
220,147,2,2,52.0
221,148,6,1,62.0
222,149,7,2,58.0
223,149,2,1,52.0
224,149,9,1,40.0
225,150,10,1,68.0
226,151,7,1,58.0
227,151,11,2,28.0
228,152,1,1,55.0
229,153,3,2,38.0
230,153,2,1,52.0
231,154,10,1,68.0
232,155,3,1,38.0
233,156,3,1,38.0
234,157,6,2,62.0
235,158,9,1,40.0
236,159,1,1,55.0
237,159,1,1,55.0
238,160,8,1,45.0
239,160,6,1,62.0
240,161,3,2,38.0
241,162,7,2,58.0
242,163,3,1,38.0
243,163,2,1,52.0
244,164,5,1,35.0
245,165,2,1,52.0
246,166,10,2,68.0
247,166,7,1,58.0
248,167,3,1,38.0
249,167,12,1,38.0
250,168,2,1,52.0
251,168,5,1,35.0
252,169,8,2,45.0
253,170,8,1,45.0
254,171,2,1,52.0
255,172,10,1,68.0
256,172,4,2,50.0
257,173,12,1,38.0
258,174,1,2,55.0
259,174,10,1,68.0
260,175,5,1,35.0
261,175,8,1,45.0
262,176,12,1,38.0
263,176,11,2,28.0
264,176,3,1,38.0
265,177,8,1,45.0
266,177,6,1,62.0
267,177,5,1,35.0
268,178,1,1,55.0
269,178,7,1,58.0
270,179,6,1,62.0
271,180,2,2,52.0
272,181,11,1,28.0
273,181,8,1,45.0
274,182,1,1,55.0
275,183,6,1,62.0
276,184,12,1,38.0
277,185,12,1,38.0
278,185,2,1,52.0
279,186,7,1,58.0
280,186,6,1,62.0
281,187,12,1,38.0
282,188,3,2,38.0
283,188,7,1,58.0
284,188,12,1,38.0
285,189,7,1,58.0
286,189,8,1,45.0
287,189,3,2,38.0
288,190,6,2,62.0
289,191,9,1,40.0
290,192,12,1,38.0
291,193,12,1,38.0
292,194,4,1,50.0
293,194,8,2,45.0
294,195,9,1,40.0
295,195,10,1,68.0
296,196,9,1,40.0
297,196,12,1,38.0
298,197,10,1,68.0
299,198,4,2,50.0
300,198,2,1,52.0
301,199,9,1,40.0
302,199,3,1,38.0
303,200,7,1,58.0
304,201,6,1,62.0
305,201,10,1,68.0
306,202,10,1,68.0
307,203,4,1,50.0
308,204,11,1,28.0
309,204,11,1,28.0
310,205,8,1,45.0
311,206,11,2,28.0
312,206,12,2,38.0
313,207,5,1,35.0
314,207,8,1,45.0
315,207,4,1,50.0
316,208,3,1,38.0
317,208,3,1,38.0
318,209,4,2,50.0
319,210,10,1,68.0
320,211,12,1,38.0
321,211,1,1,55.0
322,212,5,1,35.0
323,212,3,1,38.0
324,213,6,1,62.0
325,213,6,1,62.0
326,213,12,1,38.0
327,214,6,1,62.0
328,215,4,1,50.0
329,216,6,1,62.0
330,216,1,1,55.0
331,217,4,2,50.0
332,217,1,1,55.0
333,218,12,1,38.0
334,218,9,2,40.0
335,219,2,1,52.0
336,220,10,2,68.0
337,221,10,2,68.0
338,222,8,1,45.0
339,223,10,1,68.0
340,224,5,1,35.0
341,224,8,1,45.0
342,225,1,1,55.0
343,226,1,2,55.0
344,226,10,1,68.0
345,226,4,2,50.0
346,227,1,2,55.0
347,228,7,1,58.0
348,229,8,1,45.0
349,230,3,1,38.0
350,231,2,1,52.0
351,232,8,1,45.0
352,232,7,1,58.0
353,233,3,1,38.0
354,234,2,1,52.0
355,234,10,1,68.0
356,235,7,1,58.0
357,236,9,1,40.0
358,236,9,1,40.0
359,237,4,1,50.0
360,237,11,1,28.0
361,238,8,1,45.0
362,239,7,2,58.0
363,240,1,1,55.0
364,241,12,1,38.0
365,242,10,1,68.0
366,243,3,1,38.0
367,243,4,1,50.0
368,243,4,2,50.0
369,244,12,1,38.0
370,244,3,1,38.0
371,245,10,1,68.0
372,245,4,1,50.0
373,245,5,1,35.0
374,246,5,1,35.0
375,247,7,1,58.0
376,247,1,1,55.0
377,248,8,1,45.0
378,249,1,1,55.0
379,250,7,1,58.0
380,250,2,1,52.0
381,250,3,1,38.0
382,251,3,1,38.0
383,252,8,1,45.0
384,253,8,1,45.0
385,254,3,1,38.0
386,255,12,2,38.0
387,255,1,2,55.0
388,255,10,2,68.0
389,256,8,1,45.0
390,256,6,1,62.0
391,257,7,1,58.0
392,258,3,1,38.0
393,259,11,1,28.0
394,260,12,1,38.0
395,260,2,1,52.0
396,261,5,1,35.0
397,262,9,1,40.0
398,262,2,1,52.0
399,262,11,1,28.0
400,263,6,1,62.0
401,264,9,1,40.0
402,265,6,1,62.0
403,265,7,1,58.0
404,266,10,2,68.0
405,267,8,2,45.0
406,267,12,1,38.0
407,268,6,1,62.0
408,269,1,2,55.0
409,270,12,1,38.0
410,271,4,2,50.0
411,272,4,1,50.0
412,273,4,1,50.0
413,273,5,1,35.0
414,274,3,1,38.0
415,274,11,1,28.0
416,275,10,2,68.0
417,276,5,1,35.0
418,276,3,1,38.0
419,276,7,1,58.0
420,277,4,1,50.0
421,278,6,1,62.0
422,279,12,1,38.0
423,279,12,1,38.0
424,280,11,1,28.0
425,280,6,1,62.0
426,281,2,1,52.0
427,281,9,1,40.0
428,282,4,1,50.0
429,283,11,1,28.0
430,284,6,1,62.0
431,285,11,1,28.0
432,286,2,1,52.0
433,286,7,1,58.0
434,287,9,1,40.0
435,287,1,1,55.0
436,288,2,2,52.0
437,288,12,1,38.0
438,289,2,2,52.0
439,290,2,2,52.0
440,290,2,1,52.0
441,290,12,1,38.0
442,291,9,1,40.0
443,292,2,1,52.0
444,292,12,2,38.0
445,293,1,1,55.0
446,294,8,1,45.0
447,295,12,2,38.0
448,295,7,1,58.0
449,296,6,1,62.0
450,296,2,1,52.0
451,296,8,1,45.0
452,297,3,1,38.0
453,297,11,1,28.0
454,298,2,2,52.0
455,299,8,1,45.0
456,299,5,1,35.0
457,300,12,1,38.0
458,300,10,1,68.0
459,301,11,1,28.0
460,301,12,1,38.0
461,302,10,1,68.0
462,303,4,2,50.0
463,304,8,1,45.0
464,305,5,1,35.0
465,305,8,1,45.0
466,306,1,1,55.0
467,306,11,1,28.0
468,307,6,1,62.0
469,308,11,1,28.0
470,309,6,1,62.0
471,310,4,1,50.0
472,311,11,1,28.0
473,311,4,1,50.0
474,312,10,1,68.0
475,313,12,1,38.0
476,313,4,1,50.0
477,314,11,1,28.0
478,314,10,1,68.0
479,315,6,1,62.0
480,315,7,1,58.0
481,315,7,1,58.0
482,316,10,1,68.0
483,317,10,1,68.0
484,317,11,1,28.0
485,318,9,1,40.0
486,318,6,2,62.0
487,319,1,1,55.0
488,319,6,1,62.0
489,320,8,1,45.0
490,320,7,1,58.0
491,321,8,1,45.0
492,322,5,2,35.0
493,322,6,1,62.0
494,323,5,2,35.0
495,324,10,1,68.0
496,325,6,2,62.0
497,325,1,1,55.0
498,325,12,1,38.0
499,326,9,2,40.0
500,327,7,1,58.0
501,327,8,1,45.0
502,327,6,1,62.0
503,328,7,1,58.0
504,329,2,1,52.0
505,329,12,1,38.0
506,329,11,1,28.0
507,330,8,1,45.0
508,330,10,1,68.0
509,330,5,1,35.0
510,331,12,1,38.0
511,332,8,2,45.0
512,333,9,1,40.0
513,333,10,1,68.0
514,334,12,1,38.0
515,334,1,1,55.0
516,335,2,1,52.0
517,335,12,1,38.0
518,336,5,1,35.0
519,337,2,2,52.0
520,337,4,1,50.0
521,338,9,1,40.0
522,339,9,1,40.0
523,340,4,1,50.0
524,340,7,2,58.0
525,341,12,1,38.0
526,342,4,1,50.0
527,343,6,1,62.0
528,344,8,1,45.0
529,344,11,2,28.0
530,345,6,1,62.0
531,345,10,2,68.0
532,345,10,1,68.0
533,346,6,1,62.0
534,346,6,1,62.0
535,347,8,1,45.0
536,348,7,1,58.0
537,349,8,1,45.0
538,350,7,2,58.0
539,351,10,1,68.0
540,352,6,1,62.0
541,353,8,2,45.0
542,354,3,2,38.0
543,354,7,1,58.0
544,355,3,1,38.0
545,356,1,1,55.0
546,356,4,1,50.0
547,357,8,1,45.0
548,357,2,1,52.0
549,358,3,1,38.0
550,359,11,1,28.0
551,360,9,2,40.0
552,361,9,1,40.0
553,362,1,1,55.0
554,362,10,1,68.0
555,363,3,1,38.0
556,364,11,1,28.0
557,365,5,1,35.0
558,365,9,2,40.0
559,366,4,1,50.0
560,367,9,1,40.0
561,367,1,1,55.0
562,368,4,2,50.0
563,368,9,2,40.0
564,368,1,1,55.0
565,369,6,1,62.0
566,370,4,1,50.0
567,370,5,1,35.0
568,371,4,1,50.0
569,371,1,1,55.0
570,372,10,2,68.0
571,373,7,1,58.0
572,374,8,2,45.0
573,375,2,1,52.0
574,376,3,1,38.0
575,377,12,1,38.0
576,378,8,1,45.0
577,378,12,2,38.0
578,379,2,1,52.0
579,379,12,2,38.0
580,379,6,1,62.0
581,380,7,1,58.0
582,381,9,2,40.0
583,382,8,1,45.0
584,383,8,2,45.0
585,384,4,1,50.0
586,385,6,1,62.0
587,386,10,1,68.0
588,387,4,2,50.0
589,388,4,1,50.0
590,388,7,1,58.0
591,389,10,1,68.0
592,390,4,1,50.0
593,390,2,1,52.0
594,391,10,1,68.0
595,391,10,1,68.0
596,392,12,1,38.0
597,393,10,1,68.0
598,394,11,1,28.0
599,395,5,1,35.0
600,396,5,1,35.0
601,396,2,2,52.0
602,397,4,2,50.0
603,398,8,1,45.0
604,399,6,1,62.0
605,399,8,2,45.0
606,399,12,1,38.0
607,400,8,1,45.0
608,401,11,1,28.0
609,402,6,2,62.0
610,402,1,1,55.0
611,403,8,1,45.0
612,403,4,1,50.0
613,404,3,1,38.0
614,405,12,1,38.0
615,405,6,1,62.0
616,406,3,1,38.0
617,406,12,1,38.0
618,406,10,1,68.0
619,407,9,1,40.0
620,408,4,1,50.0
621,408,4,1,50.0
622,409,2,1,52.0
623,410,1,1,55.0
624,411,5,1,35.0
625,412,10,2,68.0
626,412,9,1,40.0
627,413,5,1,35.0
628,414,12,1,38.0
629,414,2,1,52.0
630,414,9,1,40.0
631,415,9,1,40.0
632,415,12,1,38.0
633,416,7,1,58.0
634,417,4,1,50.0
635,418,6,1,62.0
636,418,7,1,58.0
637,419,12,1,38.0
638,419,6,1,62.0
639,420,10,1,68.0
640,420,8,1,45.0
641,421,10,1,68.0
642,422,3,1,38.0
643,422,9,1,40.0
644,423,12,1,38.0
645,424,12,1,38.0
646,424,4,1,50.0
647,425,7,1,58.0
648,425,4,1,50.0
649,425,7,1,58.0
650,426,9,1,40.0
651,427,12,2,38.0
652,427,2,1,52.0
653,428,7,1,58.0
654,428,7,1,58.0
655,429,8,1,45.0
656,430,9,1,40.0
657,431,7,1,58.0
658,432,9,1,40.0
659,432,1,1,55.0
660,432,1,1,55.0
661,433,1,1,55.0
662,434,6,1,62.0
663,435,7,2,58.0
664,435,3,1,38.0
665,436,7,2,58.0
666,437,2,1,52.0
667,438,6,1,62.0
668,438,1,1,55.0
669,439,9,1,40.0
670,440,5,1,35.0
671,440,5,1,35.0
672,441,3,1,38.0
673,441,7,1,58.0
674,442,8,1,45.0
675,442,3,2,38.0
676,442,9,1,40.0
677,443,10,2,68.0
678,444,1,1,55.0
679,444,11,2,28.0
680,445,2,1,52.0
681,446,4,1,50.0
682,447,9,1,40.0
683,448,12,1,38.0
684,448,10,1,68.0
685,449,5,1,35.0
686,450,5,2,35.0
687,451,9,1,40.0
688,451,8,1,45.0
689,452,1,1,55.0
690,452,10,1,68.0
691,452,6,1,62.0
692,453,12,1,38.0
693,454,6,2,62.0
694,454,11,2,28.0
695,455,9,1,40.0
696,455,10,1,68.0
697,456,11,1,28.0
698,457,11,1,28.0
699,458,8,1,45.0
700,458,7,1,58.0
701,459,12,1,38.0
702,459,10,1,68.0
703,459,8,1,45.0
704,460,7,1,58.0
705,461,1,1,55.0
706,462,8,1,45.0
707,463,5,1,35.0
708,464,11,1,28.0
709,464,7,1,58.0
710,465,7,1,58.0
711,465,9,2,40.0
712,466,7,1,58.0
713,466,11,1,28.0
714,467,10,1,68.0
715,468,6,2,62.0
716,468,9,1,40.0
717,469,2,2,52.0
718,469,1,2,55.0
719,470,2,1,52.0
720,471,3,1,38.0
721,472,8,1,45.0
722,472,9,1,40.0
723,473,11,1,28.0
724,474,3,2,38.0
725,474,2,1,52.0
726,475,10,1,68.0
727,476,1,1,55.0
728,477,3,1,38.0
729,478,6,2,62.0
730,479,4,1,50.0
731,479,6,1,62.0
732,480,4,1,50.0
733,480,5,2,35.0
734,481,3,1,38.0
735,481,6,1,62.0
736,482,6,1,62.0
737,482,1,1,55.0
738,483,1,1,55.0
739,484,1,1,55.0
740,484,3,1,38.0
741,485,10,1,68.0
742,485,11,1,28.0
743,485,11,2,28.0
744,486,6,1,62.0
745,486,10,2,68.0
746,487,8,2,45.0
747,487,8,1,45.0
748,487,3,1,38.0
749,488,11,1,28.0
750,489,3,1,38.0
751,490,4,2,50.0
752,491,1,1,55.0
753,492,12,1,38.0
754,492,12,1,38.0
755,493,12,1,38.0
756,493,2,2,52.0
757,494,2,1,52.0
758,494,5,1,35.0
759,494,9,1,40.0
760,495,6,1,62.0
761,495,4,1,50.0
762,496,9,1,40.0
763,497,1,1,55.0
764,497,6,1,62.0
765,498,8,1,45.0
766,498,7,1,58.0
767,499,7,1,58.0
768,499,8,1,45.0
769,500,10,1,68.0
770,501,7,1,58.0
771,501,9,1,40.0
772,501,9,1,40.0
773,502,3,1,38.0
774,502,10,1,68.0
775,503,12,1,38.0
776,504,5,1,35.0
777,505,12,1,38.0
778,506,6,1,62.0
779,506,12,2,38.0
780,507,7,2,58.0
781,507,7,1,58.0
782,508,2,1,52.0
783,509,11,1,28.0
784,509,7,1,58.0
785,510,5,1,35.0
786,511,5,1,35.0
787,511,12,1,38.0
788,512,7,1,58.0
789,512,8,1,45.0
790,512,7,1,58.0
791,513,8,1,45.0
792,514,4,2,50.0
793,514,6,2,62.0
794,515,2,1,52.0
795,515,6,1,62.0
796,515,5,1,35.0
797,516,6,1,62.0
798,517,3,1,38.0
799,518,6,1,62.0
800,519,12,2,38.0
801,520,4,1,50.0
802,521,5,1,35.0
803,521,11,1,28.0
804,522,8,1,45.0
805,523,4,1,50.0
806,524,5,2,35.0
807,525,11,1,28.0
808,526,6,1,62.0
809,527,2,1,52.0
810,527,12,1,38.0
811,528,12,1,38.0
812,528,9,1,40.0
813,529,10,2,68.0
814,530,10,1,68.0
815,531,6,1,62.0
816,531,3,1,38.0
817,532,5,1,35.0
818,533,8,1,45.0
819,534,5,1,35.0
820,535,8,2,45.0
821,535,5,1,35.0
822,536,5,1,35.0
823,537,11,1,28.0
824,537,5,2,35.0
825,538,3,1,38.0
826,538,7,2,58.0
827,538,7,1,58.0
828,539,7,2,58.0
829,540,1,1,55.0
830,541,6,1,62.0
831,542,1,1,55.0
832,542,11,1,28.0
833,543,8,1,45.0
834,544,12,1,38.0
835,545,12,2,38.0
836,545,9,1,40.0
837,546,10,1,68.0
838,546,2,1,52.0
839,546,2,1,52.0
840,547,2,2,52.0
841,548,2,1,52.0
842,548,8,1,45.0
843,549,5,1,35.0
844,549,6,1,62.0
845,550,9,1,40.0
846,550,3,1,38.0
847,550,1,1,55.0
848,551,12,1,38.0
849,552,6,2,62.0
850,553,4,1,50.0
851,553,11,1,28.0
852,554,7,1,58.0
853,555,12,2,38.0
854,556,6,1,62.0
855,557,11,1,28.0
856,557,3,1,38.0
857,558,5,1,35.0
858,559,12,1,38.0
859,560,10,1,68.0
860,560,6,1,62.0
861,561,5,1,35.0
862,561,1,1,55.0
863,561,2,2,52.0
864,562,10,1,68.0
865,563,11,1,28.0
866,564,1,1,55.0
867,564,10,2,68.0
868,565,1,1,55.0
869,565,1,1,55.0
870,566,4,2,50.0
871,566,9,1,40.0
872,567,9,1,40.0
873,568,7,1,58.0
874,569,2,1,52.0
875,569,7,1,58.0
876,570,3,1,38.0
877,571,7,1,58.0
878,572,5,1,35.0
879,572,3,1,38.0
880,572,9,1,40.0
881,573,10,1,68.0
882,574,4,1,50.0
883,575,5,1,35.0
884,576,7,1,58.0
885,576,1,1,55.0
886,577,6,1,62.0
887,577,3,1,38.0
888,578,5,1,35.0
889,578,8,1,45.0
890,579,2,1,52.0
891,579,6,1,62.0
892,579,6,1,62.0
893,580,7,1,58.0
894,580,5,1,35.0
895,581,12,1,38.0
896,582,4,1,50.0
897,582,11,1,28.0
898,582,4,1,50.0
899,583,6,1,62.0
900,583,8,2,45.0
901,583,10,1,68.0
902,584,7,2,58.0
903,585,7,2,58.0
904,586,6,1,62.0
905,586,2,1,52.0
906,587,11,1,28.0
907,588,10,1,68.0
908,589,8,1,45.0
909,589,9,1,40.0
910,590,7,1,58.0
911,590,7,1,58.0
912,591,12,1,38.0
913,592,9,1,40.0
914,593,10,1,68.0
915,594,4,1,50.0
916,594,4,1,50.0
917,594,10,1,68.0
918,595,3,1,38.0
919,595,5,1,35.0
920,596,9,1,40.0
921,597,12,1,38.0
922,598,3,2,38.0
923,598,3,1,38.0
924,599,12,1,38.0
925,599,9,2,40.0
926,599,9,1,40.0
927,600,2,1,52.0
928,601,11,1,28.0
929,601,2,1,52.0
930,602,6,1,62.0
931,603,3,1,38.0
932,603,3,1,38.0
933,604,12,1,38.0
934,604,3,1,38.0
935,604,5,1,35.0
936,605,2,1,52.0
937,605,8,1,45.0
938,606,6,1,62.0
939,606,10,2,68.0
940,607,9,1,40.0
941,608,12,1,38.0
942,608,1,1,55.0
943,609,9,1,40.0
944,609,7,1,58.0
945,610,7,1,58.0
946,611,2,1,52.0
947,612,10,1,68.0
948,613,8,1,45.0
949,614,8,1,45.0
950,615,5,2,35.0
951,616,9,1,40.0
952,616,1,1,55.0
953,617,1,1,55.0
954,618,7,1,58.0
955,619,1,1,55.0
956,619,12,2,38.0
957,619,7,1,58.0
958,620,3,1,38.0
959,620,9,1,40.0
960,621,2,1,52.0
961,622,8,1,45.0
962,622,12,1,38.0
963,622,11,1,28.0
964,623,5,1,35.0
965,623,3,1,38.0
966,623,3,1,38.0
967,624,10,1,68.0
968,625,9,1,40.0
969,626,7,1,58.0
970,627,6,1,62.0
971,627,6,1,62.0
972,628,9,1,40.0
973,629,3,2,38.0
974,630,4,1,50.0
975,631,10,1,68.0
976,631,2,2,52.0
977,632,7,2,58.0
978,633,4,1,50.0
979,634,8,1,45.0
980,634,7,1,58.0
981,635,8,2,45.0
982,635,5,1,35.0
983,636,3,1,38.0
984,636,4,1,50.0
985,636,6,1,62.0
986,637,11,1,28.0
987,638,3,1,38.0
988,638,2,1,52.0
989,639,12,1,38.0
990,639,6,1,62.0
991,640,3,1,38.0
992,641,4,1,50.0
993,641,8,1,45.0
994,642,1,2,55.0
995,642,8,1,45.0
996,643,4,1,50.0
997,643,10,2,68.0
998,644,5,1,35.0
999,645,1,1,55.0
1000,646,1,2,55.0
1001,646,5,1,35.0
1002,647,11,1,28.0
1003,647,3,1,38.0
1004,647,5,1,35.0
1005,648,1,2,55.0
1006,649,7,1,58.0
1007,650,3,1,38.0
1008,650,1,1,55.0
1009,651,3,1,38.0
1010,652,8,1,45.0
1011,653,8,1,45.0
1012,653,6,1,62.0
1013,654,7,1,58.0
1014,655,4,1,50.0
1015,655,2,1,52.0
1016,656,3,1,38.0
1017,656,12,1,38.0
1018,657,7,1,58.0
1019,658,2,2,52.0
1020,659,4,1,50.0
1021,660,7,1,58.0
1022,661,1,2,55.0
1023,662,10,1,68.0
1024,663,11,1,28.0
1025,663,11,1,28.0
1026,664,3,1,38.0
1027,665,12,2,38.0
1028,665,2,1,52.0
1029,666,5,1,35.0
1030,666,6,1,62.0
1031,667,4,1,50.0
1032,667,3,2,38.0
1033,667,3,1,38.0
1034,668,8,1,45.0
1035,668,8,2,45.0
1036,669,4,1,50.0
1037,669,9,1,40.0
1038,670,8,1,45.0
1039,671,9,1,40.0
1040,672,9,1,40.0
1041,673,1,1,55.0
1042,674,9,1,40.0
1043,675,8,1,45.0
1044,675,9,1,40.0
1045,676,10,1,68.0
1046,677,1,1,55.0
1047,678,4,2,50.0
1048,679,4,1,50.0
1049,680,7,1,58.0
1050,681,12,1,38.0
1051,681,6,1,62.0
1052,682,8,1,45.0
1053,683,7,1,58.0
1054,683,3,1,38.0
1055,684,10,1,68.0
1056,684,11,1,28.0
1057,685,11,1,28.0
1058,686,7,1,58.0
1059,686,12,2,38.0
1060,686,11,1,28.0
1061,687,12,2,38.0
1062,687,5,1,35.0
1063,688,5,1,35.0
1064,688,8,1,45.0
1065,689,4,1,50.0
1066,689,4,1,50.0
1067,689,2,1,52.0
1068,690,4,1,50.0
1069,690,3,1,38.0
1070,690,4,1,50.0
1071,691,6,1,62.0
1072,691,5,2,35.0
1073,691,2,1,52.0
1074,692,6,1,62.0
1075,692,5,1,35.0
1076,692,10,1,68.0
1077,693,4,1,50.0
1078,693,5,2,35.0
1079,694,3,1,38.0
1080,694,12,1,38.0
1081,695,5,1,35.0
1082,696,11,1,28.0
1083,696,12,1,38.0
1084,696,6,1,62.0
1085,697,9,1,40.0
1086,697,4,1,50.0
1087,698,3,1,38.0
1088,698,4,1,50.0
1089,699,12,1,38.0
1090,700,9,1,40.0
1091,701,9,1,40.0
1092,701,5,1,35.0
1093,702,3,1,38.0
1094,703,6,1,62.0
1095,704,12,2,38.0
1096,704,10,1,68.0
1097,705,2,1,52.0
1098,705,11,2,28.0
1099,706,10,1,68.0
1100,706,12,1,38.0
1101,707,10,2,68.0
1102,707,3,1,38.0
1103,708,9,1,40.0
1104,709,2,1,52.0
1105,709,7,1,58.0
1106,710,2,1,52.0
1107,710,3,1,38.0
1108,711,11,2,28.0
1109,712,5,1,35.0
1110,712,9,1,40.0
1111,713,4,1,50.0
1112,714,5,1,35.0
1113,714,3,1,38.0
1114,715,2,2,52.0
1115,716,6,1,62.0
1116,716,4,1,50.0
1117,717,10,1,68.0
1118,717,5,1,35.0
1119,717,11,1,28.0
1120,718,1,2,55.0
1121,719,12,1,38.0
1122,720,5,1,35.0
1123,721,2,1,52.0
1124,721,12,1,38.0
1125,722,3,2,38.0
1126,722,3,1,38.0
1127,723,12,1,38.0
1128,724,5,1,35.0
1129,725,8,1,45.0
1130,726,8,1,45.0
1131,726,12,1,38.0
1132,727,7,1,58.0
1133,727,8,1,45.0
1134,727,1,1,55.0
1135,728,8,1,45.0
1136,728,4,1,50.0
1137,729,8,1,45.0
1138,730,3,1,38.0
1139,731,1,1,55.0
1140,731,8,1,45.0
1141,732,8,1,45.0
1142,733,5,1,35.0
1143,733,4,2,50.0
1144,734,1,1,55.0
1145,735,9,1,40.0
1146,735,11,2,28.0
1147,736,3,1,38.0
1148,736,8,2,45.0
1149,736,10,1,68.0
1150,737,3,1,38.0
