movement_id,ingredient_id,movement_type,quantity,order_item_id,purchase_id,occurred_at,notes
75,15,sale,-1.0,21.0,,2024-09-01 12:15:00,
76,11,sale,-1.0,22.0,,2024-09-01 12:15:00,
77,17,sale,-1.0,22.0,,2024-09-01 12:15:00,
78,1,sale,-0.016,23.0,,2024-09-01 12:18:00,
79,2,sale,-0.1,23.0,,2024-09-01 12:18:00,
80,5,sale,-20.0,23.0,,2024-09-01 12:18:00,
81,7,sale,-0.15,23.0,,2024-09-01 12:18:00,
82,16,sale,-1.0,23.0,,2024-09-01 12:18:00,
83,1,sale,-0.02,24.0,,2024-09-01 13:37:00,
84,18,sale,-0.015,24.0,,2024-09-01 13:37:00,
85,7,sale,-0.15,24.0,,2024-09-01 13:37:00,
86,16,sale,-1.0,24.0,,2024-09-01 13:37:00,
87,13,sale,-1.0,25.0,,2024-09-01 18:59:00,
88,7,sale,-0.12,25.0,,2024-09-01 18:59:00,
89,16,sale,-1.0,25.0,,2024-09-01 18:59:00,
90,13,sale,-1.0,26.0,,2024-09-01 17:34:00,
91,7,sale,-0.12,26.0,,2024-09-01 17:34:00,
92,16,sale,-1.0,26.0,,2024-09-01 17:34:00,
93,1,sale,-0.018,27.0,,2024-09-01 13:48:00,
94,2,sale,-0.15,27.0,,2024-09-01 13:48:00,
95,15,sale,-1.0,27.0,,2024-09-01 13:48:00,
96,14,sale,-0.25,28.0,,2024-09-01 18:16:00,
97,7,sale,-0.1,28.0,,2024-09-01 18:16:00,
98,16,sale,-1.0,28.0,,2024-09-01 18:16:00,
99,6,sale,-0.03,29.0,,2024-09-01 15:43:00,
100,2,sale,-0.18,29.0,,2024-09-01 15:43:00,
101,15,sale,-1.0,29.0,,2024-09-01 15:43:00,
102,1,sale,-0.018,30.0,,2024-09-01 15:43:00,
103,2,sale,-0.15,30.0,,2024-09-01 15:43:00,
104,15,sale,-1.0,30.0,,2024-09-01 15:43:00,
105,1,sale,-0.018,31.0,,2024-09-01 15:43:00,
106,2,sale,-0.15,31.0,,2024-09-01 15:43:00,
107,7,sale,-0.12,31.0,,2024-09-01 15:43:00,
108,16,sale,-1.0,31.0,,2024-09-01 15:43:00,
109,6,sale,-0.06,32.0,,2024-09-01 10:43:00,
110,2,sale,-0.36,32.0,,2024-09-01 10:43:00,
111,15,sale,-2.0,32.0,,2024-09-01 10:43:00,
112,8,sale,-4.0,33.0,,2024-09-01 09:31:00,
113,9,sale,-0.16,33.0,,2024-09-01 09:31:00,
114,10,sale,-0.12,33.0,,2024-09-01 09:31:00,
115,12,sale,-0.02,33.0,,2024-09-01 09:31:00,
116,17,sale,-2.0,33.0,,2024-09-01 09:31:00,
117,11,sale,-1.0,34.0,,2024-09-01 09:31:00,
118,17,sale,-1.0,34.0,,2024-09-01 09:31:00,
119,1,sale,-0.018,35.0,,2024-09-01 10:02:00,
120,2,sale,-0.12,35.0,,2024-09-01 10:02:00,
121,15,sale,-1.0,35.0,,2024-09-01 10:02:00,
122,1,sale,-0.02,36.0,,2024-09-01 10:00:00,
123,15,sale,-1.0,36.0,,2024-09-01 10:00:00,
124,1,sale,-0.04,37.0,,2024-09-01 10:00:00,
125,15,sale,-2.0,37.0,,2024-09-01 10:00:00,
126,1,sale,-0.018,38.0,,2024-09-01 09:56:00,
127,2,sale,-0.15,38.0,,2024-09-01 09:56:00,
128,7,sale,-0.12,38.0,,2024-09-01 09:56:00,
129,16,sale,-1.0,38.0,,2024-09-01 09:56:00,
130,1,sale,-0.018,39.0,,2024-09-01 09:56:00,
131,2,sale,-0.12,39.0,,2024-09-01 09:56:00,
132,15,sale,-1.0,39.0,,2024-09-01 09:56:00,
133,1,sale,-0.018,40.0,,2024-09-01 09:56:00,
134,2,sale,-0.15,40.0,,2024-09-01 09:56:00,
135,15,sale,-1.0,40.0,,2024-09-01 09:56:00,
136,8,sale,-2.0,41.0,,2024-09-01 08:17:00,
137,9,sale,-0.08,41.0,,2024-09-01 08:17:00,
138,10,sale,-0.06,41.0,,2024-09-01 08:17:00,
139,12,sale,-0.01,41.0,,2024-09-01 08:17:00,
140,17,sale,-1.0,41.0,,2024-09-01 08:17:00,
141,1,sale,-0.016,42.0,,2024-09-01 16:30:00,
142,2,sale,-0.1,42.0,,2024-09-01 16:30:00,
143,5,sale,-20.0,42.0,,2024-09-01 16:30:00,
144,7,sale,-0.15,42.0,,2024-09-01 16:30:00,
145,16,sale,-1.0,42.0,,2024-09-01 16:30:00,
146,6,sale,-0.06,43.0,,2024-09-01 16:30:00,
147,2,sale,-0.36,43.0,,2024-09-01 16:30:00,
148,15,sale,-2.0,43.0,,2024-09-01 16:30:00,
149,1,sale,-0.018,44.0,,2024-09-01 16:30:00,
150,2,sale,-0.15,44.0,,2024-09-01 16:30:00,
151,7,sale,-0.12,44.0,,2024-09-01 16:30:00,
152,16,sale,-1.0,44.0,,2024-09-01 16:30:00,
153,1,sale,-0.018,45.0,,2024-09-01 18:29:00,
154,2,sale,-0.12,45.0,,2024-09-01 18:29:00,
155,15,sale,-1.0,45.0,,2024-09-01 18:29:00,
156,11,sale,-1.0,46.0,,2024-09-01 13:01:00,
157,17,sale,-1.0,46.0,,2024-09-01 13:01:00,
158,1,sale,-0.016,47.0,,2024-09-01 09:20:00,
159,2,sale,-0.1,47.0,,2024-09-01 09:20:00,
160,5,sale,-20.0,47.0,,2024-09-01 09:20:00,
161,7,sale,-0.15,47.0,,2024-09-01 09:20:00,
162,16,sale,-1.0,47.0,,2024-09-01 09:20:00,
163,13,sale,-1.0,48.0,,2024-09-01 09:20:00,
164,15,sale,-1.0,48.0,,2024-09-01 09:20:00,
165,8,sale,-2.0,49.0,,2024-09-01 18:31:00,
166,9,sale,-0.08,49.0,,2024-09-01 18:31:00,
167,10,sale,-0.06,49.0,,2024-09-01 18:31:00,
168,12,sale,-0.01,49.0,,2024-09-01 18:31:00,
169,17,sale,-1.0,49.0,,2024-09-01 18:31:00,
170,13,sale,-2.0,50.0,,2024-09-01 08:52:00,
171,15,sale,-2.0,50.0,,2024-09-01 08:52:00,
172,1,sale,-0.018,51.0,,2024-09-01 08:52:00,
173,2,sale,-0.12,51.0,,2024-09-01 08:52:00,
174,15,sale,-1.0,51.0,,2024-09-01 08:52:00,
175,1,sale,-0.018,52.0,,2024-09-01 10:03:00,
176,2,sale,-0.15,52.0,,2024-09-01 10:03:00,
177,15,sale,-1.0,52.0,,2024-09-01 10:03:00,
178,1,sale,-0.036,53.0,,2024-09-01 08:25:00,
179,2,sale,-0.3,53.0,,2024-09-01 08:25:00,
180,7,sale,-0.24,53.0,,2024-09-01 08:25:00,
181,16,sale,-2.0,53.0,,2024-09-01 08:25:00,
182,6,sale,-0.03,54.0,,2024-09-01 17:35:00,
183,2,sale,-0.18,54.0,,2024-09-01 17:35:00,
184,15,sale,-1.0,54.0,,2024-09-01 17:35:00,
185,11,sale,-1.0,55.0,,2024-09-01 12:16:00,
186,17,sale,-1.0,55.0,,2024-09-01 12:16:00,
187,13,sale,-1.0,56.0,,2024-09-01 18:02:00,
188,7,sale,-0.12,56.0,,2024-09-01 18:02:00,
189,16,sale,-1.0,56.0,,2024-09-01 18:02:00,
190,8,sale,-2.0,57.0,,2024-09-01 18:02:00,
191,9,sale,-0.08,57.0,,2024-09-01 18:02:00,
192,10,sale,-0.06,57.0,,2024-09-01 18:02:00,
193,12,sale,-0.01,57.0,,2024-09-01 18:02:00,
194,17,sale,-1.0,57.0,,2024-09-01 18:02:00,
195,8,sale,-2.0,58.0,,2024-09-01 18:02:00,
196,9,sale,-0.08,58.0,,2024-09-01 18:02:00,
197,10,sale,-0.06,58.0,,2024-09-01 18:02:00,
198,12,sale,-0.01,58.0,,2024-09-01 18:02:00,
199,17,sale,-1.0,58.0,,2024-09-01 18:02:00,
200,1,sale,-0.02,59.0,,2024-09-01 13:19:00,
201,18,sale,-0.015,59.0,,2024-09-01 13:19:00,
202,7,sale,-0.15,59.0,,2024-09-01 13:19:00,
203,16,sale,-1.0,59.0,,2024-09-01 13:19:00,
204,13,sale,-1.0,60.0,,2024-09-01 09:30:00,
205,15,sale,-1.0,60.0,,2024-09-01 09:30:00,
206,13,sale,-1.0,61.0,,2024-09-01 11:26:00,
207,7,sale,-0.12,61.0,,2024-09-01 11:26:00,
208,16,sale,-1.0,61.0,,2024-09-01 11:26:00,
209,1,sale,-0.018,62.0,,2024-09-01 11:26:00,
210,2,sale,-0.15,62.0,,2024-09-01 11:26:00,
211,7,sale,-0.12,62.0,,2024-09-01 11:26:00,
212,16,sale,-1.0,62.0,,2024-09-01 11:26:00,
213,13,sale,-1.0,63.0,,2024-09-01 11:26:00,
214,15,sale,-1.0,63.0,,2024-09-01 11:26:00,
215,8,sale,-2.0,64.0,,2024-09-01 17:22:00,
216,9,sale,-0.08,64.0,,2024-09-01 17:22:00,
217,10,sale,-0.06,64.0,,2024-09-01 17:22:00,
218,12,sale,-0.01,64.0,,2024-09-01 17:22:00,
219,17,sale,-1.0,64.0,,2024-09-01 17:22:00,
220,14,sale,-0.25,65.0,,2024-09-01 16:30:00,
221,7,sale,-0.1,65.0,,2024-09-01 16:30:00,
222,16,sale,-1.0,65.0,,2024-09-01 16:30:00,
223,1,sale,-0.02,66.0,,2024-09-01 19:51:00,
224,18,sale,-0.015,66.0,,2024-09-01 19:51:00,
225,7,sale,-0.15,66.0,,2024-09-01 19:51:00,
226,16,sale,-1.0,66.0,,2024-09-01 19:51:00,
227,8,sale,-4.0,67.0,,2024-09-01 19:51:00,
228,9,sale,-0.16,67.0,,2024-09-01 19:51:00,
229,10,sale,-0.12,67.0,,2024-09-01 19:51:00,
230,12,sale,-0.02,67.0,,2024-09-01 19:51:00,
231,17,sale,-2.0,67.0,,2024-09-01 19:51:00,
232,1,sale,-0.02,68.0,,2024-09-01 10:43:00,
233,18,sale,-0.015,68.0,,2024-09-01 10:43:00,
234,7,sale,-0.15,68.0,,2024-09-01 10:43:00,
235,16,sale,-1.0,68.0,,2024-09-01 10:43:00,
236,1,sale,-0.036,69.0,,2024-09-01 13:35:00,
237,2,sale,-0.3,69.0,,2024-09-01 13:35:00,
238,7,sale,-0.24,69.0,,2024-09-01 13:35:00,
239,16,sale,-2.0,69.0,,2024-09-01 13:35:00,
240,1,sale,-0.02,70.0,,2024-09-01 13:35:00,
241,18,sale,-0.015,70.0,,2024-09-01 13:35:00,
242,7,sale,-0.15,70.0,,2024-09-01 13:35:00,
243,16,sale,-1.0,70.0,,2024-09-01 13:35:00,
244,14,sale,-0.5,71.0,,2024-09-01 08:43:00,
245,7,sale,-0.2,71.0,,2024-09-01 08:43:00,
246,16,sale,-2.0,71.0,,2024-09-01 08:43:00,
247,13,sale,-1.0,72.0,,2024-09-01 08:43:00,
248,15,sale,-1.0,72.0,,2024-09-01 08:43:00,
249,1,sale,-0.036,73.0,,2024-09-01 10:05:00,
250,2,sale,-0.24,73.0,,2024-09-01 10:05:00,
251,15,sale,-2.0,73.0,,2024-09-01 10:05:00,
252,8,sale,-4.0,74.0,,2024-09-01 12:44:00,
253,9,sale,-0.16,74.0,,2024-09-01 12:44:00,
254,10,sale,-0.12,74.0,,2024-09-01 12:44:00,
255,12,sale,-0.02,74.0,,2024-09-01 12:44:00,
256,17,sale,-2.0,74.0,,2024-09-01 12:44:00,
257,1,sale,-0.018,75.0,,2024-09-01 12:44:00,
258,2,sale,-0.15,75.0,,2024-09-01 12:44:00,
259,7,sale,-0.12,75.0,,2024-09-01 12:44:00,
260,16,sale,-1.0,75.0,,2024-09-01 12:44:00,
261,13,sale,-2.0,76.0,,2024-09-01 12:44:00,
262,15,sale,-2.0,76.0,,2024-09-01 12:44:00,
263,1,sale,-0.02,77.0,,2024-09-01 08:22:00,
264,18,sale,-0.015,77.0,,2024-09-01 08:22:00,
265,7,sale,-0.15,77.0,,2024-09-01 08:22:00,
266,16,sale,-1.0,77.0,,2024-09-01 08:22:00,
267,1,sale,-0.016,78.0,,2024-09-01 07:05:00,
268,2,sale,-0.1,78.0,,2024-09-01 07:05:00,
269,5,sale,-20.0,78.0,,2024-09-01 07:05:00,
270,7,sale,-0.15,78.0,,2024-09-01 07:05:00,
271,16,sale,-1.0,78.0,,2024-09-01 07:05:00,
272,11,sale,-1.0,79.0,,2024-09-01 18:27:00,
273,17,sale,-1.0,79.0,,2024-09-01 18:27:00,
274,6,sale,-0.06,80.0,,2024-09-01 18:27:00,
275,2,sale,-0.36,80.0,,2024-09-01 18:27:00,
276,15,sale,-2.0,80.0,,2024-09-01 18:27:00,
277,11,sale,-1.0,81.0,,2024-09-01 18:27:00,
278,17,sale,-1.0,81.0,,2024-09-01 18:27:00,
279,1,sale,-0.018,82.0,,2024-09-01 15:37:00,
280,2,sale,-0.12,82.0,,2024-09-01 15:37:00,
281,15,sale,-1.0,82.0,,2024-09-01 15:37:00,
282,1,sale,-0.018,83.0,,2024-09-01 09:05:00,
283,2,sale,-0.15,83.0,,2024-09-01 09:05:00,
284,15,sale,-1.0,83.0,,2024-09-01 09:05:00,
285,8,sale,-4.0,84.0,,2024-09-01 14:58:00,
286,9,sale,-0.16,84.0,,2024-09-01 14:58:00,
287,10,sale,-0.12,84.0,,2024-09-01 14:58:00,
288,12,sale,-0.02,84.0,,2024-09-01 14:58:00,
289,17,sale,-2.0,84.0,,2024-09-01 14:58:00,
290,1,sale,-0.02,85.0,,2024-09-01 17:48:00,
291,15,sale,-1.0,85.0,,2024-09-01 17:48:00,
292,8,sale,-2.0,86.0,,2024-09-01 13:32:00,
293,9,sale,-0.08,86.0,,2024-09-01 13:32:00,
294,10,sale,-0.06,86.0,,2024-09-01 13:32:00,
295,12,sale,-0.01,86.0,,2024-09-01 13:32:00,
296,17,sale,-1.0,86.0,,2024-09-01 13:32:00,
297,1,sale,-0.018,87.0,,2024-09-01 10:44:00,
298,2,sale,-0.15,87.0,,2024-09-01 10:44:00,
299,15,sale,-1.0,87.0,,2024-09-01 10:44:00,
300,1,sale,-0.04,88.0,,2024-09-01 10:44:00,
301,18,sale,-0.03,88.0,,2024-09-01 10:44:00,
302,7,sale,-0.3,88.0,,2024-09-01 10:44:00,
303,16,sale,-2.0,88.0,,2024-09-01 10:44:00,
304,1,sale,-0.016,89.0,,2024-09-01 16:24:00,
305,2,sale,-0.1,89.0,,2024-09-01 16:24:00,
306,5,sale,-20.0,89.0,,2024-09-01 16:24:00,
307,7,sale,-0.15,89.0,,2024-09-01 16:24:00,
308,16,sale,-1.0,89.0,,2024-09-01 16:24:00,
309,8,sale,-2.0,90.0,,2024-09-01 16:24:00,
310,9,sale,-0.08,90.0,,2024-09-01 16:24:00,
311,10,sale,-0.06,90.0,,2024-09-01 16:24:00,
312,12,sale,-0.01,90.0,,2024-09-01 16:24:00,
313,17,sale,-1.0,90.0,,2024-09-01 16:24:00,
314,1,sale,-0.04,91.0,,2024-09-01 16:24:00,
315,18,sale,-0.03,91.0,,2024-09-01 16:24:00,
316,7,sale,-0.3,91.0,,2024-09-01 16:24:00,
317,16,sale,-2.0,91.0,,2024-09-01 16:24:00,
318,13,sale,-1.0,92.0,,2024-09-01 10:10:00,
319,7,sale,-0.12,92.0,,2024-09-01 10:10:00,
320,16,sale,-1.0,92.0,,2024-09-01 10:10:00,
321,1,sale,-0.018,93.0,,2024-09-01 10:10:00,
322,2,sale,-0.12,93.0,,2024-09-01 10:10:00,
323,15,sale,-1.0,93.0,,2024-09-01 10:10:00,
324,1,sale,-0.016,94.0,,2024-09-01 13:07:00,
325,2,sale,-0.1,94.0,,2024-09-01 13:07:00,
326,5,sale,-20.0,94.0,,2024-09-01 13:07:00,
327,7,sale,-0.15,94.0,,2024-09-01 13:07:00,
328,16,sale,-1.0,94.0,,2024-09-01 13:07:00,
329,1,sale,-0.02,95.0,,2024-09-01 15:07:00,
330,18,sale,-0.015,95.0,,2024-09-01 15:07:00,
331,7,sale,-0.15,95.0,,2024-09-01 15:07:00,
332,16,sale,-1.0,95.0,,2024-09-01 15:07:00,
333,1,sale,-0.02,96.0,,2024-09-01 07:17:00,
334,18,sale,-0.015,96.0,,2024-09-01 07:17:00,
335,7,sale,-0.15,96.0,,2024-09-01 07:17:00,
336,16,sale,-1.0,96.0,,2024-09-01 07:17:00,
337,14,sale,-0.25,97.0,,2024-09-01 07:17:00,
338,7,sale,-0.1,97.0,,2024-09-01 07:17:00,
339,16,sale,-1.0,97.0,,2024-09-01 07:17:00,
340,1,sale,-0.02,98.0,,2024-09-01 10:25:00,
341,18,sale,-0.015,98.0,,2024-09-01 10:25:00,
342,7,sale,-0.15,98.0,,2024-09-01 10:25:00,
343,16,sale,-1.0,98.0,,2024-09-01 10:25:00,
344,1,sale,-0.018,99.0,,2024-09-01 13:48:00,
345,2,sale,-0.15,99.0,,2024-09-01 13:48:00,
346,7,sale,-0.12,99.0,,2024-09-01 13:48:00,
347,16,sale,-1.0,99.0,,2024-09-01 13:48:00,
348,1,sale,-0.018,100.0,,2024-09-02 13:44:00,
349,2,sale,-0.15,100.0,,2024-09-02 13:44:00,
350,15,sale,-1.0,100.0,,2024-09-02 13:44:00,
351,6,sale,-0.03,101.0,,2024-09-02 13:44:00,
352,2,sale,-0.18,101.0,,2024-09-02 13:44:00,
353,15,sale,-1.0,101.0,,2024-09-02 13:44:00,
354,13,sale,-1.0,102.0,,2024-09-02 10:03:00,
355,15,sale,-1.0,102.0,,2024-09-02 10:03:00,
356,1,sale,-0.02,103.0,,2024-09-02 10:03:00,
357,15,sale,-1.0,103.0,,2024-09-02 10:03:00,
358,13,sale,-1.0,104.0,,2024-09-02 11:44:00,
359,15,sale,-1.0,104.0,,2024-09-02 11:44:00,
360,14,sale,-0.25,105.0,,2024-09-02 11:44:00,
361,7,sale,-0.1,105.0,,2024-09-02 11:44:00,
362,16,sale,-1.0,105.0,,2024-09-02 11:44:00,
363,1,sale,-0.02,106.0,,2024-09-02 15:20:00,
364,15,sale,-1.0,106.0,,2024-09-02 15:20:00,
365,1,sale,-0.018,107.0,,2024-09-02 20:00:00,
366,2,sale,-0.12,107.0,,2024-09-02 20:00:00,
367,15,sale,-1.0,107.0,,2024-09-02 20:00:00,
368,1,sale,-0.016,108.0,,2024-09-02 20:00:00,
369,2,sale,-0.1,108.0,,2024-09-02 20:00:00,
370,5,sale,-20.0,108.0,,2024-09-02 20:00:00,
371,7,sale,-0.15,108.0,,2024-09-02 20:00:00,
372,16,sale,-1.0,108.0,,2024-09-02 20:00:00,
373,1,sale,-0.016,109.0,,2024-09-02 20:00:00,
374,2,sale,-0.1,109.0,,2024-09-02 20:00:00,
375,5,sale,-20.0,109.0,,2024-09-02 20:00:00,
376,7,sale,-0.15,109.0,,2024-09-02 20:00:00,
377,16,sale,-1.0,109.0,,2024-09-02 20:00:00,
378,6,sale,-0.03,110.0,,2024-09-02 13:55:00,
379,2,sale,-0.18,110.0,,2024-09-02 13:55:00,
380,15,sale,-1.0,110.0,,2024-09-02 13:55:00,
381,6,sale,-0.03,111.0,,2024-09-02 13:09:00,
382,2,sale,-0.18,111.0,,2024-09-02 13:09:00,
383,15,sale,-1.0,111.0,,2024-09-02 13:09:00,
384,13,sale,-1.0,112.0,,2024-09-02 15:33:00,
385,15,sale,-1.0,112.0,,2024-09-02 15:33:00,
386,11,sale,-2.0,113.0,,2024-09-02 11:38:00,
387,17,sale,-2.0,113.0,,2024-09-02 11:38:00,
388,1,sale,-0.018,114.0,,2024-09-02 11:38:00,
389,2,sale,-0.15,114.0,,2024-09-02 11:38:00,
390,7,sale,-0.12,114.0,,2024-09-02 11:38:00,
391,16,sale,-1.0,114.0,,2024-09-02 11:38:00,
392,1,sale,-0.032,115.0,,2024-09-02 17:23:00,
393,2,sale,-0.2,115.0,,2024-09-02 17:23:00,
394,5,sale,-40.0,115.0,,2024-09-02 17:23:00,
395,7,sale,-0.3,115.0,,2024-09-02 17:23:00,
396,16,sale,-2.0,115.0,,2024-09-02 17:23:00,
397,1,sale,-0.036,116.0,,2024-09-02 15:20:00,
398,2,sale,-0.3,116.0,,2024-09-02 15:20:00,
399,15,sale,-2.0,116.0,,2024-09-02 15:20:00,
400,14,sale,-0.25,117.0,,2024-09-02 12:25:00,
401,7,sale,-0.1,117.0,,2024-09-02 12:25:00,
402,16,sale,-1.0,117.0,,2024-09-02 12:25:00,
403,11,sale,-2.0,118.0,,2024-09-02 20:18:00,
404,17,sale,-2.0,118.0,,2024-09-02 20:18:00,
405,14,sale,-0.25,119.0,,2024-09-02 20:18:00,
406,7,sale,-0.1,119.0,,2024-09-02 20:18:00,
407,16,sale,-1.0,119.0,,2024-09-02 20:18:00,
408,14,sale,-0.5,120.0,,2024-09-02 18:04:00,
409,7,sale,-0.2,120.0,,2024-09-02 18:04:00,
410,16,sale,-2.0,120.0,,2024-09-02 18:04:00,
411,13,sale,-1.0,121.0,,2024-09-02 18:04:00,
412,7,sale,-0.12,121.0,,2024-09-02 18:04:00,
413,16,sale,-1.0,121.0,,2024-09-02 18:04:00,
414,1,sale,-0.018,122.0,,2024-09-02 16:06:00,
415,2,sale,-0.15,122.0,,2024-09-02 16:06:00,
416,15,sale,-1.0,122.0,,2024-09-02 16:06:00,
417,8,sale,-2.0,123.0,,2024-09-02 13:52:00,
418,9,sale,-0.08,123.0,,2024-09-02 13:52:00,
419,10,sale,-0.06,123.0,,2024-09-02 13:52:00,
420,12,sale,-0.01,123.0,,2024-09-02 13:52:00,
421,17,sale,-1.0,123.0,,2024-09-02 13:52:00,
422,1,sale,-0.018,124.0,,2024-09-02 13:59:00,
423,2,sale,-0.15,124.0,,2024-09-02 13:59:00,
424,15,sale,-1.0,124.0,,2024-09-02 13:59:00,
425,13,sale,-1.0,125.0,,2024-09-02 13:59:00,
426,15,sale,-1.0,125.0,,2024-09-02 13:59:00,
427,6,sale,-0.03,126.0,,2024-09-02 17:00:00,
428,2,sale,-0.18,126.0,,2024-09-02 17:00:00,
429,15,sale,-1.0,126.0,,2024-09-02 17:00:00,
430,1,sale,-0.036,127.0,,2024-09-02 17:51:00,
431,2,sale,-0.3,127.0,,2024-09-02 17:51:00,
432,15,sale,-2.0,127.0,,2024-09-02 17:51:00,
433,1,sale,-0.016,128.0,,2024-09-02 17:51:00,
434,2,sale,-0.1,128.0,,2024-09-02 17:51:00,
435,5,sale,-20.0,128.0,,2024-09-02 17:51:00,
436,7,sale,-0.15,128.0,,2024-09-02 17:51:00,
437,16,sale,-1.0,128.0,,2024-09-02 17:51:00,
438,1,sale,-0.02,129.0,,2024-09-02 10:24:00,
439,18,sale,-0.015,129.0,,2024-09-02 10:24:00,
440,7,sale,-0.15,129.0,,2024-09-02 10:24:00,
441,16,sale,-1.0,129.0,,2024-09-02 10:24:00,
442,13,sale,-1.0,130.0,,2024-09-02 10:51:00,
443,15,sale,-1.0,130.0,,2024-09-02 10:51:00,
444,1,sale,-0.04,131.0,,2024-09-02 17:32:00,
445,18,sale,-0.03,131.0,,2024-09-02 17:32:00,
446,7,sale,-0.3,131.0,,2024-09-02 17:32:00,
447,16,sale,-2.0,131.0,,2024-09-02 17:32:00,
448,1,sale,-0.018,132.0,,2024-09-02 16:59:00,
