order_id,branch_id,created_at,in_or_out,payment_method
136,2,2024-09-03 16:59:00,takeout,cash
137,2,2024-09-03 11:41:00,dine_in,cash
138,2,2024-09-03 15:24:00,dine_in,cash
139,2,2024-09-03 10:54:00,dine_in,cash
140,2,2024-09-03 18:40:00,dine_in,cash
141,2,2024-09-03 11:43:00,takeout,cash
142,2,2024-09-03 14:58:00,takeout,cash
143,1,2024-09-04 18:57:00,takeout,card
144,1,2024-09-04 10:55:00,dine_in,card
145,1,2024-09-04 09:39:00,dine_in,card
146,1,2024-09-04 17:48:00,takeout,cash
147,1,2024-09-04 09:56:00,takeout,cash
148,1,2024-09-04 15:09:00,takeout,cash
149,1,2024-09-04 13:17:00,takeout,card
150,1,2024-09-04 12:41:00,takeout,cash
151,1,2024-09-04 17:56:00,takeout,cash
152,1,2024-09-04 08:24:00,dine_in,cash
153,1,2024-09-04 12:51:00,takeout,cash
154,1,2024-09-04 13:46:00,dine_in,card
155,1,2024-09-04 16:12:00,dine_in,card
156,1,2024-09-04 16:30:00,dine_in,cash
157,1,2024-09-04 12:41:00,takeout,cash
158,1,2024-09-04 20:59:00,dine_in,card
159,1,2024-09-04 16:00:00,takeout,card
160,1,2024-09-04 10:33:00,takeout,cash
161,1,2024-09-04 10:27:00,dine_in,card
162,1,2024-09-04 15:33:00,takeout,cash
163,1,2024-09-04 08:20:00,dine_in,card
164,2,2024-09-04 17:12:00,dine_in,cash
165,2,2024-09-04 14:25:00,takeout,card
166,2,2024-09-04 14:12:00,takeout,cash
167,2,2024-09-04 12:03:00,takeout,card
168,2,2024-09-04 19:19:00,dine_in,cash
169,2,2024-09-04 18:01:00,dine_in,cash
170,2,2024-09-04 19:35:00,dine_in,cash
171,2,2024-09-04 15:21:00,dine_in,cash
172,2,2024-09-04 16:33:00,dine_in,cash
173,2,2024-09-04 14:06:00,takeout,cash
174,2,2024-09-04 07:40:00,takeout,cash
175,2,2024-09-04 13:27:00,dine_in,card
176,2,2024-09-04 17:00:00,dine_in,card
177,2,2024-09-04 08:23:00,takeout,card
178,2,2024-09-04 17:48:00,dine_in,cash
179,2,2024-09-04 09:37:00,takeout,cash
180,2,2024-09-04 09:40:00,dine_in,cash
181,2,2024-09-04 12:13:00,dine_in,card
182,1,2024-09-05 08:48:00,takeout,card
183,1,2024-09-05 09:43:00,takeout,card
184,1,2024-09-05 19:32:00,dine_in,cash
185,1,2024-09-05 18:07:00,takeout,card
186,1,2024-09-05 13:42:00,takeout,card
187,1,2024-09-05 12:06:00,takeout,cash
188,1,2024-09-05 07:05:00,dine_in,cash
189,1,2024-09-05 09:55:00,takeout,cash
190,1,2024-09-05 19:03:00,dine_in,cash
191,1,2024-09-05 12:19:00,dine_in,card
192,1,2024-09-05 12:46:00,takeout,cash
193,1,2024-09-05 08:35:00,dine_in,card
194,1,2024-09-05 13:29:00,dine_in,cash
195,1,2024-09-05 13:29:00,dine_in,card
196,1,2024-09-05 17:53:00,dine_in,card
197,1,2024-09-05 17:22:00,dine_in,card
198,1,2024-09-05 09:30:00,takeout,card
199,1,2024-09-05 09:23:00,takeout,card
200,1,2024-09-05 09:17:00,dine_in,cash
201,1,2024-09-05 08:25:00,takeout,card
202,1,2024-09-05 09:28:00,dine_in,card
203,1,2024-09-05 10:21:00,dine_in,cash
204,2,2024-09-05 15:07:00,takeout,card
205,2,2024-09-05 08:42:00,dine_in,card
206,2,2024-09-05 17:00:00,dine_in,cash
207,2,2024-09-05 10:07:00,takeout,cash
208,2,2024-09-05 19:24:00,takeout,cash
209,2,2024-09-05 18:46:00,takeout,card
210,2,2024-09-05 10:08:00,dine_in,cash
211,2,2024-09-05 12:44:00,dine_in,cash
212,2,2024-09-05 17:50:00,dine_in,cash
213,2,2024-09-05 13:44:00,takeout,card
214,2,2024-09-05 08:51:00,dine_in,card
215,2,2024-09-05 17:12:00,dine_in,card
216,2,2024-09-05 19:54:00,dine_in,cash
217,2,2024-09-05 17:09:00,takeout,card
218,2,2024-09-05 14:12:00,dine_in,card
219,2,2024-09-05 13:59:00,takeout,card
220,2,2024-09-05 13:44:00,takeout,card
221,2,2024-09-05 10:46:00,dine_in,card
222,2,2024-09-05 16:44:00,takeout,card
223,2,2024-09-05 20:13:00,takeout,cash
224,2,2024-09-05 20:05:00,dine_in,card
225,2,2024-09-05 07:27:00,takeout,card
226,2,2024-09-05 18:13:00,dine_in,cash
227,2,2024-09-05 09:32:00,dine_in,card
228,2,2024-09-05 16:31:00,takeout,card
229,2,2024-09-05 15:18:00,takeout,card
230,2,2024-09-05 20:12:00,takeout,card
231,2,2024-09-05 08:11:00,takeout,cash
232,2,2024-09-05 14:07:00,takeout,card
233,2,2024-09-05 11:10:00,takeout,cash
234,2,2024-09-05 17:28:00,takeout,cash
235,2,2024-09-05 16:39:00,takeout,cash
236,2,2024-09-05 14:54:00,dine_in,card
237,2,2024-09-05 12:26:00,dine_in,cash
238,1,2024-09-06 14:05:00,dine_in,card
239,1,2024-09-06 08:24:00,takeout,card
240,1,2024-09-06 12:30:00,dine_in,cash
241,1,2024-09-06 17:32:00,takeout,cash
242,1,2024-09-06 15:44:00,takeout,cash
243,1,2024-09-06 18:56:00,takeout,card
244,1,2024-09-06 20:30:00,takeout,card
245,1,2024-09-06 10:56:00,takeout,card
246,1,2024-09-06 15:26:00,takeout,cash
247,1,2024-09-06 09:31:00,dine_in,cash
248,1,2024-09-06 15:51:00,dine_in,cash
249,1,2024-09-06 17:06:00,dine_in,card
250,1,2024-09-06 18:09:00,dine_in,cash
251,1,2024-09-06 19:52:00,dine_in,cash
252,1,2024-09-06 11:29:00,dine_in,card
253,1,2024-09-06 17:31:00,dine_in,card
254,1,2024-09-06 08:48:00,dine_in,cash
255,1,2024-09-06 18:26:00,dine_in,card
256,1,2024-09-06 13:12:00,takeout,cash
257,1,2024-09-06 16:42:00,takeout,card
258,1,2024-09-06 19:04:00,dine_in,card
259,1,2024-09-06 19:31:00,takeout,cash
260,1,2024-09-06 14:44:00,dine_in,card
261,1,2024-09-06 11:18:00,takeout,card
262,1,2024-09-06 13:04:00,dine_in,card
263,1,2024-09-06 16:07:00,dine_in,cash
264,1,2024-09-06 10:02:00,takeout,cash
265,1,2024-09-06 07:27:00,dine_in,card
266,1,2024-09-06 13:14:00,dine_in,cash
267,1,2024-09-06 07:58:00,dine_in,card
268,2,2024-09-06 09:36:00,takeout,cash
269,2,2024-09-06 11:00:00,dine_in,card
270,2,2024-09-06 10:28:00,dine_in,card
271,2,2024-09-06 19:58:00,takeout,card
272,2,2024-09-06 12:15:00,takeout,card
273,2,2024-09-06 12:33:00,dine_in,card
274,2,2024-09-06 13:12:00,takeout,cash
275,2,2024-09-06 13:33:00,takeout,cash
276,2,2024-09-06 14:07:00,takeout,card
277,2,2024-09-06 07:04:00,dine_in,cash
278,2,2024-09-06 07:55:00,dine_in,cash
279,2,2024-09-06 11:19:00,dine_in,cash
280,2,2024-09-06 10:05:00,takeout,card
281,2,2024-09-06 10:04:00,takeout,cash
282,2,2024-09-06 17:55:00,takeout,card
283,2,2024-09-06 08:39:00,dine_in,cash
284,2,2024-09-06 18:26:00,dine_in,cash
285,2,2024-09-06 13:02:00,takeout,cash
286,2,2024-09-06 19:09:00,takeout,card
287,2,2024-09-06 14:18:00,dine_in,card
288,2,2024-09-06 08:15:00,dine_in,card
289,2,2024-09-06 11:07:00,dine_in,card
290,2,2024-09-06 12:35:00,dine_in,card
291,2,2024-09-06 12:44:00,takeout,cash
292,2,2024-09-06 07:24:00,dine_in,card
293,2,2024-09-06 09:51:00,dine_in,cash
294,2,2024-09-06 10:19:00,dine_in,cash
295,2,2024-09-06 11:41:00,dine_in,card
296,2,2024-09-06 08:32:00,takeout,cash
297,1,2024-09-07 16:35:00,dine_in,card
298,1,2024-09-07 09:50:00,takeout,cash
299,1,2024-09-07 17:04:00,takeout,cash
300,1,2024-09-07 16:11:00,dine_in,cash
301,1,2024-09-07 12:05:00,dine_in,card
302,1,2024-09-07 09:19:00,dine_in,cash
303,1,2024-09-07 18:50:00,dine_in,cash
304,1,2024-09-07 09:01:00,takeout,cash
305,1,2024-09-07 17:18:00,takeout,cash
306,1,2024-09-07 08:08:00,dine_in,card
307,1,2024-09-07 07:53:00,dine_in,card
308,1,2024-09-07 13:03:00,takeout,card
309,1,2024-09-07 13:05:00,takeout,card
310,1,2024-09-07 13:53:00,dine_in,card
311,1,2024-09-07 09:48:00,dine_in,card
312,1,2024-09-07 08:52:00,takeout,card
313,1,2024-09-07 14:20:00,dine_in,cash
314,1,2024-09-07 13:45:00,takeout,card
315,1,2024-09-07 10:52:00,takeout,card
316,1,2024-09-07 08:19:00,dine_in,card
317,1,2024-09-07 18:55:00,takeout,cash
318,1,2024-09-07 11:43:00,takeout,card
319,1,2024-09-07 09:00:00,dine_in,card
320,1,2024-09-07 15:12:00,takeout,card
321,1,2024-09-07 10:50:00,takeout,card
322,1,2024-09-07 16:31:00,takeout,card
323,1,2024-09-07 13:15:00,dine_in,cash
324,1,2024-09-07 13:22:00,dine_in,cash
325,1,2024-09-07 17:48:00,takeout,cash
326,1,2024-09-07 09:48:00,dine_in,card
327,1,2024-09-07 17:42:00,takeout,cash
328,1,2024-09-07 09:16:00,dine_in,card
329,1,2024-09-07 09:23:00,takeout,cash
330,1,2024-09-07 15:33:00,dine_in,card
331,1,2024-09-07 12:31:00,dine_in,cash
332,1,2024-09-07 11:20:00,dine_in,cash
333,2,2024-09-07 07:14:00,dine_in,card
334,2,2024-09-07 12:15:00,dine_in,cash
335,2,2024-09-07 17:22:00,takeout,card
336,2,2024-09-07 08:32:00,dine_in,cash
337,2,2024-09-07 12:05:00,takeout,card
338,2,2024-09-07 12:24:00,takeout,card
339,2,2024-09-07 16:29:00,takeout,cash
340,2,2024-09-07 18:01:00,dine_in,card
341,2,2024-09-07 17:54:00,takeout,card
342,2,2024-09-07 12:54:00,dine_in,card
343,2,2024-09-07 13:49:00,dine_in,card
344,2,2024-09-07 17:53:00,takeout,cash
345,2,2024-09-07 16:55:00,takeout,card
346,2,2024-09-07 14:47:00,dine_in,cash
347,2,2024-09-07 17:23:00,takeout,cash
348,2,2024-09-07 12:53:00,takeout,card
349,2,2024-09-07 16:03:00,takeout,card
350,2,2024-09-07 16:20:00,takeout,cash
351,2,2024-09-07 12:03:00,takeout,card
352,2,2024-09-07 12:52:00,takeout,card
353,2,2024-09-07 16:01:00,dine_in,card
354,2,2024-09-07 10:28:00,dine_in,cash
355,2,2024-09-07 14:31:00,dine_in,card
356,2,2024-09-07 17:30:00,dine_in,cash
357,2,2024-09-07 10:35:00,dine_in,cash
358,2,2024-09-07 17:27:00,takeout,cash
359,2,2024-09-07 07:56:00,takeout,card
360,2,2024-09-07 18:13:00,takeout,card
361,2,2024-09-07 08:35:00,takeout,cash
362,2,2024-09-07 20:18:00,takeout,cash
363,1,2024-09-08 09:28:00,takeout,cash
364,1,2024-09-08 16:07:00,takeout,card
365,1,2024-09-08 16:13:00,takeout,card
366,1,2024-09-08 13:59:00,takeout,cash
367,1,2024-09-08 16:47:00,dine_in,cash
368,1,2024-09-08 10:11:00,dine_in,card
369,1,2024-09-08 13:14:00,takeout,card
370,1,2024-09-08 17:13:00,takeout,card
371,1,2024-09-08 12:32:00,dine_in,cash
372,1,2024-09-08 12:26:00,takeout,cash
373,1,2024-09-08 15:57:00,dine_in,card
374,1,2024-09-08 08:25:00,dine_in,cash
375,1,2024-09-08 07:45:00,dine_in,card
376,1,2024-09-08 10:37:00,dine_in,cash
377,1,2024-09-08 13:18:00,dine_in,card
378,1,2024-09-08 09:19:00,takeout,cash
379,1,2024-09-08 09:52:00,dine_in,cash
380,1,2024-09-08 18:37:00,takeout,card
381,1,2024-09-08 12:19:00,takeout,cash
382,1,2024-09-08 07:09:00,takeout,cash
383,1,2024-09-08 14:28:00,takeout,card
384,1,2024-09-08 15:21:00,dine_in,card
385,1,2024-09-08 20:50:00,dine_in,card
386,1,2024-09-08 17:13:00,takeout,card
387,1,2024-09-08 18:47:00,dine_in,cash
388,1,2024-09-08 17:31:00,dine_in,card
389,2,2024-09-08 13:11:00,takeout,cash
390,2,2024-09-08 16:39:00,takeout,card
391,2,2024-09-08 10:29:00,dine_in,card
392,2,2024-09-08 14:03:00,takeout,card
393,2,2024-09-08 17:38:00,takeout,cash
394,2,2024-09-08 08:35:00,takeout,cash
395,2,2024-09-08 16:31:00,takeout,card
396,2,2024-09-08 12:16:00,dine_in,card
397,2,2024-09-08 14:38:00,dine_in,card
398,2,2024-09-08 16:22:00,dine_in,card
399,2,2024-09-08 18:40:00,takeout,cash
400,2,2024-09-08 15:45:00,takeout,card
401,2,2024-09-08 09:30:00,dine_in,card
402,2,2024-09-08 12:16:00,dine_in,cash
403,2,2024-09-08 16:05:00,dine_in,card
404,2,2024-09-08 15:52:00,takeout,card
405,2,2024-09-08 13:47:00,takeout,card
406,2,2024-09-08 12:55:00,dine_in,cash
407,2,2024-09-08 15:26:00,dine_in,card
408,2,2024-09-08 12:11:00,dine_in,card
409,2,2024-09-08 11:47:00,dine_in,cash
410,2,2024-09-08 19:27:00,takeout,cash
411,2,2024-09-08 16:34:00,takeout,cash
412,2,2024-09-08 20:50:00,takeout,cash
413,2,2024-09-08 07:09:00,dine_in,cash
414,2,2024-09-08 08:35:00,dine_in,card
415,2,2024-09-08 09:32:00,takeout,card
416,1,2024-09-09 07:04:00,takeout,card
417,1,2024-09-09 08:59:00,takeout,card
418,1,2024-09-09 07:04:00,takeout,card
419,1,2024-09-09 19:32:00,takeout,card
420,1,2024-09-09 08:45:00,dine_in,cash
421,1,2024-09-09 11:36:00,dine_in,cash
422,1,2024-09-09 16:00:00,takeout,cash
423,1,2024-09-09 08:07:00,dine_in,cash
424,1,2024-09-09 11:31:00,takeout,cash
425,1,2024-09-09 11:16:00,dine_in,card
426,1,2024-09-09 10:48:00,dine_in,card
427,1,2024-09-09 13:50:00,dine_in,cash
428,1,2024-09-09 15:20:00,takeout,card
429,1,2024-09-09 15:28:00,dine_in,cash
430,1,2024-09-09 12:02:00,dine_in,cash
431,1,2024-09-09 13:14:00,takeout,card
432,1,2024-09-09 19:29:00,dine_in,cash
433,1,2024-09-09 19:48:00,takeout,card
434,1,2024-09-09 08:56:00,dine_in,cash
435,1,2024-09-09 17:33:00,dine_in,card
436,1,2024-09-09 07:36:00,dine_in,cash
437,1,2024-09-09 10:54:00,takeout,cash
438,1,2024-09-09 15:31:00,takeout,card
439,1,2024-09-09 11:12:00,takeout,cash
440,1,2024-09-09 10:29:00,takeout,cash
441,1,2024-09-09 09:22:00,dine_in,card
442,2,2024-09-09 19:26:00,takeout,cash
443,2,2024-09-09 10:52:00,takeout,card
444,2,2024-09-09 08:08:00,takeout,cash
445,2,2024-09-09 18:48:00,dine_in,card
446,2,2024-09-09 09:48:00,dine_in,card
447,2,2024-09-09 17:42:00,takeout,card
448,2,2024-09-09 09:03:00,dine_in,card
449,2,2024-09-09 20:26:00,takeout,cash
450,2,2024-09-09 14:14:00,dine_in,cash
451,2,2024-09-09 11:01:00,dine_in,card
452,2,2024-09-09 20:40:00,takeout,card
453,2,2024-09-09 16:05:00,dine_in,card
454,2,2024-09-09 12:47:00,dine_in,card
455,2,2024-09-09 14:17:00,takeout,card
456,2,2024-09-09 09:26:00,takeout,card
457,2,2024-09-09 09:34:00,takeout,card
458,2,2024-09-09 14:48:00,takeout,cash
459,2,2024-09-09 10:31:00,takeout,card
460,2,2024-09-09 13:57:00,dine_in,card
461,2,2024-09-09 08:55:00,dine_in,card
462,2,2024-09-09 09:09:00,takeout,card
463,2,2024-09-09 10:20:00,takeout,card
464,2,2024-09-09 13:53:00,dine_in,card
465,2,2024-09-09 10:02:00,takeout,card
466,2,2024-09-09 09:47:00,takeout,card
467,2,2024-09-09 09:13:00,dine_in,cash
468,2,2024-09-09 16:18:00,takeout,cash
469,1,2024-09-10 17:23:00,dine_in,card
470,1,2024-09-10 18:17:00,dine_in,card
471,1,2024-09-10 09:26:00,dine_in,cash
472,1,2024-09-10 15:56:00,takeout,cash
473,1,2024-09-10 11:17:00,dine_in,card
474,1,2024-09-10 14:57:00,takeout,card
475,1,2024-09-10 12:28:00,takeout,cash
476,1,2024-09-10 10:35:00,takeout,cash
477,1,2024-09-10 11:14:00,takeout,cash
478,1,2024-09-10 09:23:00,dine_in,cash
479,1,2024-09-10 08:13:00,takeout,card
480,1,2024-09-10 12:12:00,dine_in,card
481,1,2024-09-10 11:55:00,dine_in,cash
482,1,2024-09-10 08:34:00,takeout,cash
483,1,2024-09-10 13:14:00,dine_in,cash
484,1,2024-09-10 18:45:00,takeout,cash
485,1,2024-09-10 12:52:00,takeout,card
486,1,2024-09-10 13:44:00,dine_in,card
487,1,2024-09-10 10:33:00,takeout,card
488,1,2024-09-10 17:42:00,dine_in,cash
489,1,2024-09-10 08:06:00,takeout,cash
490,2,2024-09-10 16:43:00,dine_in,card
491,2,2024-09-10 09:09:00,dine_in,cash
492,2,2024-09-10 13:59:00,takeout,cash
493,2,2024-09-10 17:21:00,dine_in,card
494,2,2024-09-10 09:29:00,takeout,card
495,2,2024-09-10 09:06:00,takeout,card
496,2,2024-09-10 10:33:00,dine_in,cash
497,2,2024-09-10 19:15:00,dine_in,card
498,2,2024-09-10 10:47:00,takeout,card
499,2,2024-09-10 13:17:00,takeout,cash
500,2,2024-09-10 10:16:00,takeout,cash
501,2,2024-09-10 16:51:00,takeout,card
502,2,2024-09-10 10:38:00,dine_in,cash
503,2,2024-09-10 08:00:00,takeout,cash
504,2,2024-09-10 14:28:00,takeout,cash
505,2,2024-09-10 08:49:00,dine_in,card
506,2,2024-09-10 12:07:00,takeout,card
507,2,2024-09-10 17:49:00,dine_in,cash
508,2,2024-09-10 10:55:00,dine_in,cash
509,2,2024-09-10 16:14:00,takeout,cash
510,2,2024-09-10 13:31:00,dine_in,card
511,2,2024-09-10 13:23:00,dine_in,cash
512,2,2024-09-10 13:39:00,dine_in,card
513,1,2024-09-11 13:47:00,dine_in,cash
514,1,2024-09-11 18:05:00,dine_in,cash
515,1,2024-09-11 16:06:00,takeout,card
516,1,2024-09-11 11:04:00,dine_in,cash
517,1,2024-09-11 19:34:00,dine_in,card
518,1,2024-09-11 09:08:00,takeout,card
519,1,2024-09-11 09:00:00,dine_in,cash
520,1,2024-09-11 20:22:00,dine_in,cash
521,1,2024-09-11 08:50:00,dine_in,cash
522,1,2024-09-11 09:27:00,dine_in,card
523,1,2024-09-11 09:11:00,takeout,cash
524,1,2024-09-11 08:55:00,dine_in,card
525,1,2024-09-11 17:15:00,takeout,card
526,1,2024-09-11 11:56:00,dine_in,card
527,1,2024-09-11 17:31:00,dine_in,card
528,1,2024-09-11 10:22:00,dine_in,cash
529,1,2024-09-11 17:19:00,takeout,cash
530,1,2024-09-11 16:50:00,takeout,cash
531,1,2024-09-11 16:48:00,dine_in,cash
532,1,2024-09-11 15:54:00,dine_in,card
533,1,2024-09-11 16:06:00,takeout,card
534,2,2024-09-11 17:18:00,dine_in,card
535,2,2024-09-11 14:20:00,dine_in,card
536,2,2024-09-11 16:41:00,takeout,card
537,2,2024-09-11 17:36:00,dine_in,card
538,2,2024-09-11 17:30:00,dine_in,card
539,2,2024-09-11 15:03:00,dine_in,card
540,2,2024-09-11 16:25:00,dine_in,card
541,2,2024-09-11 13:25:00,takeout,cash
542,2,2024-09-11 13:15:00,dine_in,cash
543,2,2024-09-11 09:39:00,takeout,cash
544,2,2024-09-11 07:31:00,dine_in,cash
545,2,2024-09-11 20:15:00,takeout,card
546,2,2024-09-11 09:17:00,dine_in,card
547,2,2024-09-11 16:59:00,dine_in,card
548,2,2024-09-11 09:33:00,dine_in,cash
549,2,2024-09-11 09:40:00,dine_in,cash
550,2,2024-09-11 09:03:00,dine_in,card
551,2,2024-09-11 18:42:00,takeout,cash
552,2,2024-09-11 16:36:00,dine_in,card
553,1,2024-09-12 17:58:00,dine_in,card
554,1,2024-09-12 17:49:00,dine_in,cash
555,1,2024-09-12 08:50:00,takeout,card
556,1,2024-09-12 10:01:00,takeout,card
557,1,2024-09-12 17:01:00,dine_in,card
558,1,2024-09-12 17:45:00,takeout,cash
559,1,2024-09-12 09:02:00,takeout,cash
560,1,2024-09-12 08:53:00,dine_in,cash
561,1,2024-09-12 13:17:00,takeout,card
562,1,2024-09-12 15:41:00,takeout,card
563,1,2024-09-12 14:26:00,takeout,card
564,1,2024-09-12 14:56:00,dine_in,cash
565,1,2024-09-12 08:38:00,dine_in,cash
566,1,2024-09-12 17:56:00,dine_in,cash
567,1,2024-09-12 18:43:00,dine_in,card
568,1,2024-09-12 18:31:00,takeout,card
569,1,2024-09-12 10:45:00,takeout,card
570,1,2024-09-12 12:32:00,dine_in,cash
571,1,2024-09-12 09:25:00,takeout,cash
572,1,2024-09-12 09:43:00,takeout,card
573,1,2024-09-12 13:14:00,dine_in,cash
574,1,2024-09-12 17:39:00,takeout,card
575,1,2024-09-12 14:33:00,takeout,cash
576,1,2024-09-12 16:55:00,dine_in,cash
577,1,2024-09-12 10:38:00,dine_in,card
578,1,2024-09-12 07:10:00,takeout,cash
579,2,2024-09-12 10:27:00,takeout,cash
580,2,2024-09-12 17:02:00,takeout,card
581,2,2024-09-12 08:42:00,dine_in,cash
